A09101,กฟอ.สันป่าตอง,,,,,,,,,,
B04502,กฟอ.ไทรงาม,,,,,,,,,,
B04601,กฟอ.คลองลาน,,,,,,,,,,
B04602,กฟอ.ปางศิลาทอง,,,,,,,,,,
B05101,กฟจ.พิจิตร,,,,,,,,,,
B05103,กฟก.สากเหล็ก,,,,,,,,,,
B05104,กฟอ.โพธิ์ประทับช้าง,,,,,,,,,,
B05106,กฟอ.วังทรายพูน,,,,,,,,,,
B05201,กฟอ.วชิรบารมี,,,,,,,,,,
B06101,กฟจ.อุตรดิตถ์,,,,,,,,,,
B06102,กฟอ.ทองแสนขัน,,,,,,,,,,
B06104,กฟอ.ท่าปลา,,,,,,,,,,
B06105,กฟอ.ลับแล,,,,,,,,,,
B06108,กฟอ.ตรอน,,,,,,,,,,
B06201,กฟอ.พิชัย,,,,,,,,,,
B06301,กฟอ.น้ำปาด,,,,,,,,,,
B06302,กฟอ.บ้านโคก,,,,,,,,,,
B06303,กฟอ.ฟากท่า,,,,,,,,,,
B07101,กฟจ.แพร่,,,,,,,,,,
B07201,กฟอ.สูงเม่น,,,,,,,,,,
B07301,กฟอ.ลอง,,,,,,,,,,
B07401,กฟอ.สอง,,,,,,,,,,
B07501,กฟอ.ร้องกวาง,,,,,,,,,,
B07601,กฟอ.หนองม่วงไข่,,,,,,,,,,
B07701,กฟอ.เด่นชัย,,,,,,,,,,
B07801,กฟอ.วังชิ้น,,,,,,,,,,
B08101,กฟจ.น่าน,,,,,,,,,,
B08102,กฟอ.แม่จริม,,,,,,,,,,
B08103,กฟอ.บ้านหลวง,,,,,,,,,,
B08104,กฟอ.สันติสุข,,,,,,,,,,
B08201,กฟอ.เวียงสา,,,,,,,,,,
C04301,กฟอ.หันคา,,,,,,,,,,
C04304,กฟก.เนินขาม,,,,,,,,,,
C04501,กฟอ.สรรคบุรี,,,,,,,,,,
C04601,กฟอ.วัดสิงห์,,,,,,,,,,
C04602,กฟอ.หนองมะโมง,,,,,,,,,,
C05101,กฟจ.สิงห์บุรี,,,,,,,,,,
C05102,กฟอ.บางระจัน,,,,,,,,,,
C05201,กฟอ.อินทร์บุรี,,,,,,,,,,
C05301,กฟอ.ค่ายบางระจัน,,,,,,,,,,
C05302,กฟอ.ท่าช้าง,,,,,,,,,,
C05401,กฟอ.พรหมบุรี,,,,,,,,,,
C06101,กฟจ.เพชรบูรณ์,,,,,,,,,,
C06102,กฟต.วังชมภู,,,,,,,,,,
C06103,กฟอ.เขาค้อ,,,,,,,,,,
C06201,กฟอ.ชนแดน,,,,,,,,,,
C06202,กฟอ.วังโป่ง,,,,,,,,,,
C07101,กฟอ.หนองไผ่,,,,,,,,,,
C07201,กฟอ.วิเชียรบุรี,,,,,,,,,,
C07203,กฟต.พุเตย,,,,,,,,,,
C07301,กฟอ.บึงสามพัน,,,,,,,,,,
C07401,กฟอ.ศรีเทพ,,,,,,,,,,
C08101,กฟอ.โคกสำโรง,,,,,,,,,,
C08102,กฟอ.สระโบสถ์,,,,,,,,,,
C08301,กฟอ.บ้านหมี่,,,,,,,,,,
D05103,กฟอ.โคกศรีสุพรรณ,,,,,,,,,,
D05104,กฟอ.กุดบาก,,,,,,,,,,
D05106,กฟอ.ภูพาน,,,,,,,,,,
D05107,กฟอ.พรรณานิคม,,,,,,,,,,
D05109,กฟอ.เต่างอย,,,,,,,,,,
D05111,กฟอ.โพนนาแก้ว,,,,,,,,,,
D05201,กฟอ.อากาศอำนวย,,,,,,,,,,
D06101,กฟจ.นครพนม,,,,,,,,,,
D06102,กฟอ.ท่าอุเทน,,,,,,,,,,
D06104,กฟอ.นาหว้า,,,,,,,,,,
D06105,กฟอ.ศรีสงคราม,,,,,,,,,,
D06107,กฟอ.ปลาปาก,,,,,,,,,,
D06110,กฟอ.โพนสวรรค์,,,,,,,,,,
D06201,กฟอ.ธาตุพนม,,,,,,,,,,
D06202,กฟอ.เรณูนคร,,,,,,,,,,
D06301,กฟอ.นาแก,,,,,,,,,,
D06401,กฟอ.บ้านแพง,,,,,,,,,,
D06402,กฟอ.นาทม,,,,,,,,,,
D07101,กฟอ.ชุมแพ,,,,,,,,,,
D07102,กฟอ.สีชมพู,,,,,,,,,,
D07109,กฟอ.ภูผาม่าน,,,,,,,,,,
D07201,กฟอ.ภูเวียง,,,,,,,,,,
D07203,กฟก.หนองนาคำ,,,,,,,,,,
D07301,กฟอ.หนองเรือ,,,,,,,,,,
D08101,กฟอ.กุมภวาปี,,,,,,,,,,
D08102,กฟอ.ศรีธาตุ,,,,,,,,,,
D08103,กฟอ.โนนสะอาด,,,,,,,,,,
D08105,กฟอ.วังสามหมอ,,,,,,,,,,
D08109,กฟอ.หนองแสง,,,,,,,,,,
D08110,กฟก.ประจักษ์ศิลปาคม,,,,,,,,,,
D09101,กฟอ.หนองหาน,,,,,,,,,,
D09103,กฟอ.ไชยวาน,,,,,,,,,,
D09104,กฟอ.ทุ่งฝน,,,,,,,,,,
D09105,กฟอ.พิบูลย์รักษ์,,,,,,,,,,
D09108,กฟก.กู่แก้ว,,,,,,,,,,
D09201,กฟอ.บ้านดุง,,,,,,,,,,
D10101,กฟอ.พังโคน,,,,,,,,,,
D10102,กฟอ.วาริชภูมิ,,,,,,,,,,
E03301,กฟอ.มหาชนะชัย,,,,,,,,,,
E03302,กฟอ.ค้อวัง,,,,,,,,,,
E04101,กฟจ.มหาสารคาม,,,,,,,,,,
E04110,กฟอ.กันทรวิชัย,,,,,,,,,,
E04111,กฟอ.แกดำ,,,,,,,,,,
E04201,กฟอ.พยัคฆภูมิพัสัย,,,,,,,,,,
E04202,กฟอ.นาเชือก,,,,,,,,,,
E04203,กฟอ.ยางสีสุราช,,,,,,,,,,
E04301,กฟอ.วาปีปทุม,,,,,,,,,,
E04307,กฟอ.นาดูน,,,,,,,,,,
E04401,กฟอ.โกสุมพิสัย,,,,,,,,,,
E04501,กฟอ.บรบือ,,,,,,,,,,
E04502,กฟก.กุดรัง,,,,,,,,,,
E04601,กฟอ.เชียงยืน,,,,,,,,,,
E04602,กฟก.ชื่นชม,,,,,,,,,,
E05101,กฟจ.กาฬสินธุ์,,,,,,,,,,
E05102,กฟก.ดอนจาน,,,,,,,,,,
E05104,กฟอ.กมลาไสย,,,,,,,,,,
E05105,กฟอ.ร่องคำ,,,,,,,,,,
E05106,กฟอ.สหัสขันธ์,,,,,,,,,,
E05201,กฟอ.หนองกุงศรี,,,,,,,,,,
E05202,กฟอ.ห้วยเม็ก,,,,,,,,,,
E05204,กฟอ.ท่าคันโท,,,,,,,,,,
E05301,กฟอ.ยางตลาด,,,,,,,,,,
E05302,กฟอ.ฆ้องชัย,,,,,,,,,,
E06101,กฟจ.ร้อยเอ็ด,,,,,,,,,,
E06102,กฟอ.จตุรพักตรพิมาน,,,,,,,,,,
F04102,กฟอ.ลำดวน,,,,,,,,,,
F04104,กฟอ.จอมพระ,,,,,,,,,,
F04106,กฟอ.สนม,,,,,,,,,,
F04301,กฟอ.ศีขรภูมิ,,,,,,,,,,
F04303,กฟอ.สำโรงทาบ,,,,,,,,,,
F04401,กฟอ.ท่าตูม,,,,,,,,,,
F04406,กฟอ.ชุมพลบุรี,,,,,,,,,,
F04601,กฟอ.รัตนบุรี,,,,,,,,,,
F04602,กฟก.โนนนารายณ์,,,,,,,,,,
F05101,กฟอ.นางรอง,,,,,,,,,,
F05108,กฟอ.ปะคำ,,,,,,,,,,
F05201,กฟอ.ประโคนชัย,,,,,,,,,,
F05204,กฟอ.พลับพลาชัย,,,,,,,,,,
F05301,กฟอ.หนองกี่,,,,,,,,,,
F05401,กฟอ.ละหานทราย,,,,,,,,,,
F05402,กฟย.โนนดินแดง,,,,,,,,,,
F05501,กฟอ.บ้านกรวด,,,,,,,,,,
F06101,กฟอ.ปากช่อง,,,,,,,,,,
F06102,กฟต.กลางดง,,,,,,,,,,
F06107,กฟต.คลองม่วง,,,,,,,,,,
F06201,กฟส.หมูสี,,,,,,,,,,
F07101,กฟอ.สีคิ้ว,,,,,,,,,,
F07201,กฟอ.สูงเนิน,,,,,,,,,,
F07301,กฟอ.ด่านขุนทด,,,,,,,,,,
F07302,กฟก.เทพารักษ์,,,,,,,,,,
F08101,กฟอ.บัวใหญ่,,,,,,,,,,
F08105,กฟอ.แก้งสนามนาง,,,,,,,,,,
F08106,กฟอ.บัวลาย,,,,,,,,,,
G05301,กฟอ.องครักษ์,,,,,,,,,,
G06101,กฟจ.ปทุมธานี,,,,,,,,,,
